Geneid	B_DNR_24	B_DNR_3	B_DOX_3	B_EPI_24	B_EPI_3	B_MTX_24	B_VEH_24	B_VEH_3	A_DNR_24	A_DNR_3	A_DOX_24	A_DOX_3	A_MTX_24	A_MTX_3	A_VEH_24	A_VEH_3	C_DNR_24	C_DNR_3	C_DOX_24	C_EPI_24	C_EPI_3	C_MTX_24	C_MTX_3	C_VEH_24	C_VEH_3
chr19.5686398.5687244	20	10	18	5	4	15	2	13	7	9	2	3	17	8	24	9	4	2	12	10	1	6	0	21	4
chr19.5690093.5691172	18	21	26	12	5	19	4	26	15	11	10	11	29	15	26	11	3	6	22	6	5	11	15	27	0
chr19.5719154.5720610	19	27	30	12	4	15	1	11	8	12	5	5	33	16	21	9	13	4	20	7	4	11	9	25	4
chr19.5790626.5791320	18	6	13	10	3	12	1	17	6	6	5	5	22	13	32	14	9	1	13	11	2	6	7	22	2
chr19.5826920.5829578	26	37	40	11	5	29	8	25	24	21	17	11	68	24	66	38	12	10	35	10	9	5	10	62	10
chr19.5880087.5881100	10	5	9	3	2	26	5	14	6	1	4	3	29	13	29	11	7	1	4	4	0	4	11	16	4
chr19.5902993.5905094	71	97	65	28	24	64	11	48	65	32	26	22	94	43	133	33	21	6	42	19	9	26	17	84	8
chr19.5954352.5955533	11	4	10	4	1	9	4	11	4	8	7	5	16	7	15	4	6	6	6	4	4	1	7	23	1
chr19.5965962.5966805	12	8	8	2	0	11	2	11	6	4	6	3	19	6	11	10	4	3	10	5	2	4	6	12	2
chr19.5977167.5978723	13	40	36	7	4	12	5	18	18	19	11	10	32	13	20	11	18	1	15	5	6	6	7	19	5
chr19.6199419.6199991	18	9	10	4	2	7	3	7	7	1	2	3	17	4	21	5	6	2	4	11	0	3	2	7	2
chr19.6216338.6219056	37	13	14	15	6	27	11	27	16	9	8	7	33	10	48	26	11	9	27	14	6	13	18	59	7
chr19.6270810.6273932	43	37	25	18	6	34	8	18	31	14	17	11	51	19	87	24	12	6	32	14	9	14	20	41	7
chr19.6278549.6279773	28	32	19	13	5	7	5	9	24	20	25	6	16	8	18	6	15	5	9	7	6	5	12	16	2
chr19.6372376.6373834	33	40	30	12	9	47	7	46	17	14	14	17	89	18	83	21	16	5	31	21	9	6	7	63	6
chr19.6392623.6394312	43	47	44	19	7	34	6	31	35	23	23	14	41	15	42	23	20	11	30	15	5	8	11	31	5
chr19.6423461.6425742	42	69	66	18	19	23	6	36	37	28	38	15	41	20	52	26	16	6	34	10	7	14	19	44	8
chr19.6458164.6460910	34	33	21	15	8	28	11	47	23	16	14	9	55	22	58	24	9	6	27	21	5	9	13	39	12
chr19.6736588.6741453	88	94	80	30	25	64	16	53	46	41	43	26	109	47	101	44	26	11	71	33	16	20	37	91	9
chr19.6744232.6745618	25	20	9	12	1	24	4	19	14	3	4	7	34	14	28	16	6	4	16	7	1	12	12	48	8
chr19.7069291.7070075	18	25	17	4	6	12	9	5	17	8	5	3	13	14	13	1	2	1	6	2	2	4	3	15	3
chr19.7098766.7099668	21	23	21	7	2	23	5	18	13	3	4	14	24	7	39	9	5	7	23	7	3	4	9	20	8
chr19.7159048.7160101	15	15	20	9	2	22	4	14	14	7	5	5	48	15	26	12	11	1	21	10	3	6	11	36	6
chr19.7197158.7198620	26	23	23	10	3	19	11	16	15	15	12	4	40	13	36	14	6	1	20	7	2	8	10	24	5
chr19.7293291.7294956	23	29	20	10	7	17	5	21	9	10	7	7	45	12	49	18	6	7	20	8	4	11	10	39	2
chr19.7394965.7395719	14	15	13	0	4	8	3	10	5	5	4	3	10	3	13	5	5	2	12	3	1	3	6	12	3
chr19.7515572.7517291	34	20	21	6	2	18	6	17	16	10	15	4	17	6	34	11	12	4	26	12	7	5	12	19	5
chr19.7533956.7535773	17	27	23	17	3	12	4	21	13	8	14	9	40	14	64	16	8	5	18	10	4	11	10	31	6
chr19.7629068.7630228	21	21	17	8	4	11	5	16	18	10	14	3	20	10	23	7	6	3	12	3	2	5	9	10	1
chr19.7680715.7681681	19	11	14	9	4	4	5	7	5	8	5	5	13	8	20	7	4	1	9	5	2	4	9	17	2
chr19.7829496.7830398	22	19	15	6	4	15	3	15	11	9	5	10	26	16	35	10	8	1	14	5	2	8	9	30	1
chr19.7903167.7904696	36	34	20	14	3	11	6	23	16	9	11	12	29	10	36	16	14	7	20	11	7	4	15	25	5
chr19.7919921.7921527	19	39	22	10	7	19	4	30	8	7	11	10	37	16	33	17	8	6	15	11	2	5	10	23	2
chr19.7943004.7944514	30	35	31	13	12	18	9	24	17	11	14	10	50	16	45	15	13	4	20	12	9	13	15	32	7
chr19.8001982.8002528	13	12	10	5	1	15	2	4	6	3	2	4	6	4	13	2	4	1	7	4	1	1	1	8	1
chr19.8004853.8005855	19	32	28	9	8	11	3	9	7	19	14	8	30	11	23	11	10	4	16	10	5	4	13	21	5
chr19.8208764.8210354	24	23	21	6	3	17	4	14	23	5	9	5	25	14	26	9	8	5	16	11	1	5	9	23	3
chr19.8240207.8241513	37	16	14	8	10	27	8	22	21	1	15	2	32	17	37	12	8	6	23	6	3	10	10	36	5
chr19.8320351.8322167	32	63	60	10	10	22	9	22	26	26	28	13	42	24	34	24	9	6	31	11	10	10	18	33	7
chr19.8389874.8391297	35	39	43	14	13	29	4	35	22	16	12	8	61	22	56	20	11	4	33	17	8	7	11	42	11
chr19.8444640.8445825	36	44	41	18	18	23	3	18	25	32	13	11	35	32	37	20	14	7	23	13	8	8	16	28	7
chr19.8513091.8515086	37	29	49	25	10	37	11	33	35	12	15	9	61	21	84	26	14	10	34	14	3	9	11	44	13
chr19.8525289.8526768	41	48	54	18	11	38	12	50	30	18	20	16	72	24	71	32	19	7	36	19	10	17	13	69	7
chr19.8591928.8592913	10	15	19	3	3	20	4	18	9	8	2	7	24	9	19	6	3	4	6	8	5	1	6	32	8
chr19.8831828.8833053	16	27	23	5	9	11	8	11	17	14	9	4	38	13	39	16	10	12	47	17	15	5	24	51	6
chr19.9074829.9076129	33	24	19	16	4	30	10	23	24	9	10	14	35	20	39	11	16	5	32	15	9	9	10	26	3
chr19.9140351.9140896	9	23	14	0	4	11	0	6	13	10	7	4	13	5	10	4	4	3	6	4	4	3	7	12	1
chr19.9309178.9310230	31	32	21	8	4	16	2	8	9	8	5	5	23	5	21	9	7	6	18	12	1	5	5	22	3
chr19.9324126.9324561	6	12	9	1	3	7	2	4	9	1	3	5	11	2	15	10	2	3	7	6	3	3	6	12	1
chr19.9435094.9436053	6	23	12	6	5	9	3	7	7	10	4	4	15	7	13	11	6	5	14	3	4	3	11	7	1
chr19.9537891.9539161	19	40	22	7	7	10	4	18	9	8	6	2	19	15	13	13	6	3	17	4	7	4	11	15	6
chr19.9583737.9584812	14	13	18	6	4	13	0	5	20	6	15	4	21	4	17	4	7	6	25	8	2	5	9	18	4
chr19.9620133.9623789	122	93	64	47	8	51	7	44	94	28	52	15	74	15	49	10	57	9	124	37	7	12	19	38	6
chr19.9674492.9675512	7	19	14	4	3	10	1	10	14	9	5	6	26	10	17	7	4	1	16	4	5	2	7	10	7
chr19.9768034.9769233	26	18	23	13	11	12	3	21	12	9	8	6	32	21	27	3	8	6	17	6	6	6	9	22	7
chr19.9784390.9786278	30	32	38	13	8	35	5	24	27	15	23	11	60	16	46	13	14	4	36	12	11	8	15	38	8
chr19.9789279.9790592	12	19	14	8	5	17	6	7	5	6	4	4	25	7	22	7	7	3	16	8	8	4	8	23	2
chr19.9791611.9793217	16	28	27	3	2	24	6	25	13	10	10	15	56	19	44	19	3	3	19	7	7	6	11	38	3
chr19.9818455.9819812	34	43	50	18	13	39	4	21	24	21	14	17	56	17	48	13	19	7	30	10	3	18	16	39	4
chr19.9827189.9828432	25	34	16	4	2	15	4	6	14	16	16	9	15	6	16	4	2	3	17	7	3	1	8	13	3
chr19.9834862.9836150	27	37	22	14	9	12	7	17	20	19	9	5	21	11	35	15	12	5	18	8	9	3	10	18	4
chr19.10106282.10106934	23	21	23	5	4	8	3	10	10	8	6	3	17	9	20	8	3	1	7	9	3	4	6	12	3
chr19.10119105.10120018	27	22	15	9	6	7	2	9	5	9	11	3	19	5	13	4	4	8	10	7	1	3	7	11	2
chr19.10194343.10195142	13	13	14	5	8	8	5	13	15	7	6	3	22	9	21	6	4	3	16	6	2	7	2	15	3
chr19.10251769.10252649	16	19	12	6	3	14	3	9	6	8	3	9	23	9	30	10	5	3	13	10	3	8	9	21	3
chr19.10315238.10316771	20	12	17	9	4	13	4	21	16	12	15	8	21	13	19	14	12	8	17	5	3	5	6	23	3
chr19.10332634.10333948	23	30	35	11	12	16	2	15	19	10	10	8	32	11	28	16	5	1	19	9	2	4	12	24	5
chr19.10352572.10354109	44	47	47	17	4	22	5	26	28	17	16	8	58	18	70	20	23	7	49	21	8	13	14	55	15
chr19.10501911.10503500	35	30	33	11	6	23	6	20	19	11	17	9	36	25	41	16	12	6	29	11	8	5	15	43	6
chr19.10543635.10544515	22	21	26	9	5	10	5	11	12	10	7	8	33	10	31	13	6	0	18	4	4	9	5	11	6
chr19.10568484.10569583	8	16	16	13	4	8	0	11	6	6	5	1	20	6	27	4	2	3	7	5	1	3	11	12	1
chr19.10653058.10655074	40	66	52	22	13	20	5	23	21	22	35	15	43	26	28	30	22	7	24	10	11	7	13	43	9
chr19.10701169.10702287	22	34	12	4	3	11	6	8	12	9	8	2	18	5	14	6	7	3	18	6	4	3	1	12	1
chr19.10717493.10719501	36	50	39	22	12	44	5	20	32	24	21	8	66	27	48	25	16	12	25	19	8	6	16	34	3
chr19.10769184.10770116	17	11	11	7	2	21	6	8	9	5	6	3	38	11	22	9	7	4	17	5	3	5	7	20	4
chr19.10835247.10837049	63	38	58	24	9	68	12	59	46	27	15	23	102	35	94	36	24	9	52	33	5	8	12	59	10
chr19.10870369.10872535	56	48	42	19	14	32	10	30	18	14	11	16	69	24	59	27	22	7	33	15	8	16	14	41	8
chr19.10928290.10929692	33	31	29	7	8	12	3	13	14	11	13	11	26	22	29	10	11	10	19	14	5	1	12	21	3
chr19.10960090.10961789	25	23	37	11	12	13	7	16	15	20	21	11	48	14	23	7	18	6	25	14	8	8	9	31	4
chr19.11085202.11086182	20	9	4	6	2	10	0	19	14	3	10	8	19	10	24	13	9	0	22	8	4	3	8	18	4
chr19.11088856.11092569	92	64	58	30	19	56	10	42	57	26	39	20	117	36	64	24	29	9	68	27	12	19	32	36	9
chr19.11094693.11095602	25	6	8	6	3	10	1	9	12	4	6	5	22	5	6	6	6	1	14	9	3	3	8	6	0
chr19.11137590.11139644	46	20	21	16	10	37	7	14	29	9	10	8	79	23	51	20	21	5	49	12	6	9	18	38	7
chr19.11141925.11143982	62	39	43	26	4	67	13	52	38	16	33	23	154	43	102	28	34	11	76	22	12	23	35	86	10
chr19.11155473.11156424	19	16	8	10	1	17	6	22	14	7	8	4	28	15	27	13	5	2	14	9	2	2	11	18	4
chr19.11189537.11190273	7	5	10	2	1	10	2	9	1	2	7	1	25	6	16	9	8	1	5	3	3	10	8	21	3
chr19.11196460.11198180	19	27	13	5	4	19	10	15	15	7	20	11	36	19	41	12	9	5	20	4	3	7	10	24	1
chr19.11202406.11204207	11	11	11	3	3	9	7	15	11	6	7	7	44	14	24	13	2	4	12	5	3	5	11	25	2
chr19.11345907.11346702	8	12	9	4	4	18	0	10	2	5	2	3	15	6	21	8	0	0	6	8	0	5	1	7	2
chr19.11374486.11375369	45	37	42	12	7	27	0	26	27	14	11	8	36	13	43	19	10	3	18	16	7	5	13	28	6
chr19.11383163.11384417	11	15	14	4	0	10	1	7	9	1	9	4	28	5	25	11	4	1	13	4	2	4	3	15	3
chr19.11434875.11436153	36	28	20	10	6	19	2	15	23	10	8	6	30	12	33	12	12	2	9	10	2	10	7	18	3
chr19.11504926.11505838	26	29	29	10	4	19	5	17	12	4	6	12	39	12	51	18	6	2	24	10	5	7	10	27	5
chr19.11528621.11529345	11	11	22	3	1	13	5	11	16	5	6	3	32	18	32	9	8	0	16	5	2	5	9	18	3
chr19.11538304.11540894	23	24	21	11	5	33	11	38	25	12	20	13	87	15	77	34	10	7	50	14	8	8	21	75	12
chr19.11597261.11598274	36	19	38	5	5	19	11	17	21	9	15	5	41	10	52	14	15	2	21	2	3	5	11	35	6
chr19.11737982.11739357	39	41	42	15	16	21	6	13	21	15	23	14	45	16	43	10	12	1	22	11	5	7	12	24	3
chr19.11766670.11768257	44	27	36	23	8	16	8	21	17	10	14	4	26	6	27	16	18	7	35	10	9	15	11	41	6
chr19.11797990.11798977	29	30	19	8	4	9	4	8	12	8	8	5	21	8	32	7	4	1	6	3	1	8	2	11	2
chr19.11813806.11815374	31	40	29	21	7	9	5	17	15	6	13	5	36	15	30	10	15	4	16	3	5	8	6	19	5
chr19.11887392.11888762	30	28	30	10	13	12	9	14	18	6	8	8	26	9	30	10	9	5	25	9	5	9	15	24	5
chr19.11924668.11925865	27	39	30	12	2	26	7	12	18	11	12	8	41	14	32	8	13	6	21	12	0	5	4	28	6
chr19.11964290.11965985	49	54	32	20	7	19	6	13	29	26	16	11	44	16	32	12	17	1	25	11	3	7	7	29	5
chr19.11987402.11989105	31	44	39	15	9	25	10	29	27	19	11	9	46	18	36	13	14	4	31	3	2	8	16	30	5
chr19.12034746.12036053	29	18	22	4	6	11	3	9	12	7	8	5	27	12	25	12	10	2	15	8	2	8	9	16	8
chr19.12052498.12053144	12	15	13	8	4	11	1	9	11	3	6	1	19	10	29	9	3	1	11	6	4	6	6	13	1
chr19.12064257.12065505	32	30	24	11	6	16	5	9	16	13	18	11	45	8	36	22	6	4	16	10	2	2	9	22	2
chr19.12139918.12140739	18	20	23	5	6	16	3	8	13	5	13	8	39	6	22	8	6	2	5	3	6	1	12	12	2
chr19.12155900.12156981	31	29	22	4	3	11	3	12	16	11	12	11	25	10	30	5	6	4	12	6	6	5	6	14	6
chr19.12162951.12163633	9	18	11	3	4	11	3	7	8	9	4	1	17	9	15	9	13	1	8	0	1	3	7	13	1
chr19.12293633.12295542	53	51	40	8	12	31	6	23	29	18	16	23	56	27	55	18	10	7	24	6	6	9	16	39	10
chr19.12333055.12334058	27	24	27	13	7	18	3	13	16	20	12	10	35	10	28	9	11	6	22	4	4	10	13	13	4
chr19.12364733.12366049	30	46	38	17	7	17	4	12	24	18	22	9	32	19	34	11	14	8	23	4	7	13	9	21	1
chr19.12400642.12401407	14	17	14	3	3	12	3	2	10	7	8	4	22	10	24	6	7	1	9	7	1	5	0	10	1
chr19.12484230.12485181	27	24	11	12	7	12	2	10	12	6	6	8	24	10	12	5	6	4	16	5	3	3	8	26	4
chr19.12550277.12552310	49	49	34	16	13	44	6	36	27	21	21	16	77	25	58	20	19	12	39	17	12	9	16	42	11
chr19.12610368.12611791	37	51	30	13	6	12	5	14	21	27	19	15	36	13	29	14	4	2	21	12	9	4	11	34	8
chr19.12665938.12667052	26	16	21	10	4	14	3	10	14	11	13	9	23	10	23	10	6	1	16	12	4	4	3	8	3
chr19.12668264.12670147	28	44	38	10	9	21	1	10	14	24	32	16	29	11	18	8	17	9	18	7	4	5	11	21	4
chr19.12681181.12681979	15	22	19	4	2	10	2	10	15	8	6	1	32	9	17	9	5	2	10	5	2	6	4	21	2
chr19.12720914.12724047	69	72	68	21	16	46	18	47	31	42	35	25	71	28	50	26	22	8	41	23	16	9	18	46	10
chr19.12733477.12734767	21	37	20	8	7	9	0	8	14	13	16	7	19	8	14	8	5	3	12	6	3	4	4	21	0
chr19.12736643.12738297	69	75	85	21	14	33	13	57	61	29	45	23	72	24	105	26	24	14	68	29	12	17	17	93	7
chr19.12782304.12783067	6	10	7	3	0	9	2	9	7	2	6	2	22	1	17	7	1	0	5	2	0	0	4	7	2
chr19.12787873.12794590	124	125	127	53	30	77	17	49	94	67	127	42	180	62	165	58	37	22	85	26	15	23	42	105	13
chr19.12800975.12802353	13	18	25	7	4	12	7	21	7	9	10	6	27	10	38	13	8	5	17	7	9	7	14	31	5
chr19.12932998.12934210	15	26	21	10	1	21	4	15	12	8	15	12	23	9	22	13	9	3	18	4	11	3	6	28	1
chr19.12937929.12939678	32	61	49	12	6	20	4	32	27	25	19	17	38	19	42	15	16	4	23	17	7	8	16	25	3
chr19.12945466.12946641	29	42	33	11	11	16	3	24	9	13	10	5	32	15	27	7	7	4	17	7	5	14	11	26	5
chr19.12956311.12957362	23	25	24	4	3	12	4	7	11	8	7	10	22	7	24	8	13	6	11	5	3	1	9	16	1
chr19.13052784.13056177	57	53	48	20	8	68	18	43	30	19	15	20	127	49	107	49	12	6	56	27	11	22	42	105	13
chr19.13116060.13116860	14	15	20	2	4	7	6	7	15	3	8	7	14	9	8	6	5	3	6	3	4	3	3	16	4
chr19.13118059.13119723	35	41	40	10	9	18	6	21	18	26	21	8	42	21	37	8	15	3	22	9	8	5	11	18	3
chr19.13149800.13155287	129	175	130	44	28	93	14	62	69	67	60	47	208	58	128	41	38	20	93	48	11	26	44	87	9
chr19.13163002.13165627	32	24	28	5	6	21	12	14	17	11	18	5	53	14	44	11	8	2	7	5	5	3	4	25	3
chr19.13167339.13168166	15	12	10	5	3	12	3	14	10	2	10	1	19	6	26	6	5	5	8	2	3	7	5	23	1
chr19.13172087.13173191	20	8	8	10	1	19	3	9	17	5	8	4	24	9	23	3	6	2	14	8	1	2	6	17	7
chr19.13730816.13732111	28	16	17	6	4	18	9	12	13	9	2	5	24	6	24	11	6	5	20	13	1	4	6	12	2
chr19.13747600.13748804	22	21	26	13	6	18	1	19	17	11	9	7	31	15	27	8	9	2	23	9	3	10	10	20	1
chr19.13773969.13775254	18	27	18	11	2	9	6	7	10	11	15	4	30	7	25	11	6	3	16	11	3	2	11	18	2
chr19.13795000.13795848	19	18	17	7	4	15	4	11	14	8	9	10	21	6	17	8	11	1	21	9	2	8	11	20	3
chr19.13839329.13844313	94	56	64	26	14	53	16	41	72	24	59	20	108	24	80	30	30	8	78	18	15	21	23	85	9
chr19.13846020.13848414	82	40	44	25	8	47	17	44	53	18	38	10	117	48	91	40	19	7	54	22	10	12	19	53	9
chr19.13850154.13851816	32	17	18	14	4	30	8	17	31	10	16	6	57	13	24	11	9	3	24	6	7	8	14	24	2
chr19.13852544.13854013	30	4	7	7	1	9	6	9	16	2	13	2	20	8	19	18	7	1	22	11	4	6	3	14	0
chr19.13861528.13862493	19	12	9	4	6	15	6	23	11	8	9	9	32	12	53	15	12	4	14	8	5	8	6	28	5
chr19.14005696.14007301	35	31	32	14	8	30	7	35	21	18	12	15	50	21	65	25	10	5	29	12	11	11	17	46	6
chr19.14080968.14082049	22	17	17	6	4	10	5	9	10	17	13	1	26	12	25	9	3	3	12	3	4	4	8	22	3
chr19.14090183.14091461	14	18	14	9	9	11	4	15	8	13	10	7	44	20	29	9	7	3	14	9	7	8	5	28	4
chr19.14106947.14108043	16	4	13	3	1	14	5	14	14	6	8	4	27	11	29	12	1	3	20	11	3	2	10	25	2
chr19.14116836.14119133	43	60	45	22	13	42	10	47	22	14	21	17	68	25	65	31	18	12	48	18	15	12	15	59	15
chr19.14136394.14137661	15	21	19	8	4	22	3	20	20	8	7	6	25	16	36	17	5	4	19	9	2	16	3	26	5
chr19.14375177.14376271	14	11	16	9	1	15	10	16	5	3	4	7	41	17	47	12	9	2	20	5	6	2	16	49	6
chr19.14418708.14419957	19	27	16	5	1	21	3	19	13	11	4	8	36	7	27	11	7	4	14	6	4	4	10	18	3
chr19.14495418.14496415	13	18	10	3	1	11	1	16	12	7	1	2	16	4	29	16	4	1	14	4	1	8	3	27	6
chr19.14505479.14506410	33	15	18	10	2	31	5	12	14	5	15	3	44	13	32	16	10	3	34	11	5	8	7	22	5
chr19.14517165.14519115	62	78	69	15	17	34	12	35	39	18	36	14	72	38	68	25	20	9	30	23	9	18	19	35	9
chr19.14529097.14529866	18	21	18	9	3	11	2	15	10	11	8	4	30	6	31	11	5	1	10	7	3	10	4	19	2
chr19.14559960.14562486	22	16	13	13	4	27	16	29	10	11	5	14	39	22	48	24	4	3	29	16	7	11	18	70	10
chr19.14571620.14572139	13	12	8	3	3	9	1	7	6	6	3	5	8	11	13	6	0	2	10	6	0	5	5	18	2
chr19.14689526.14690449	11	28	24	6	5	23	12	22	12	7	11	4	35	15	41	18	3	2	22	9	7	5	12	39	5
chr19.15107135.15108228	8	18	10	1	5	11	7	15	2	4	5	10	20	12	24	5	3	3	17	3	2	8	3	26	4
chr19.15124748.15126334	24	42	28	10	7	18	6	24	15	10	8	13	52	20	55	18	7	1	24	12	8	11	12	40	3
chr19.15248100.15249554	40	22	16	19	1	19	4	8	26	7	17	9	22	11	15	5	21	0	25	14	5	4	5	22	1
chr19.15324786.15325501	8	12	10	3	5	2	4	7	6	12	3	5	8	7	15	8	6	1	9	3	2	2	3	13	2
chr19.15330947.15333105	50	68	38	17	14	25	6	14	32	29	19	13	46	22	30	8	24	7	20	15	9	5	17	36	5
chr19.15377944.15380946	80	87	70	33	21	51	6	52	51	38	41	23	126	32	95	24	37	15	76	22	21	16	42	75	13
chr19.15402262.15403350	17	4	6	6	2	8	4	2	5	10	10	2	8	9	15	7	6	2	10	9	1	4	8	12	3
chr19.15403451.15405145	19	16	10	7	1	13	7	11	16	10	5	2	36	12	20	12	5	2	27	12	3	4	10	26	5
chr19.15417578.15419548	55	80	55	19	19	28	5	31	45	31	29	16	59	16	42	20	24	11	38	19	4	16	24	46	7
chr19.15431595.15433582	38	55	42	17	6	14	4	20	38	24	19	10	47	29	41	12	22	9	34	5	7	7	19	37	5
chr19.15452142.15452653	7	15	7	3	4	7	3	5	2	3	0	3	19	6	17	7	2	0	3	0	3	3	4	13	1
chr19.15836202.15837526	27	36	30	8	4	16	3	23	8	10	7	10	31	13	29	15	3	0	10	1	3	0	5	13	2
chr19.16075989.16079055	49	54	55	16	19	36	8	34	10	27	19	16	66	28	61	28	19	4	64	18	13	12	30	50	9
chr19.16111334.16112674	42	38	24	12	8	36	5	31	20	8	15	6	55	23	52	21	14	4	21	21	9	12	14	44	7
chr19.16185242.16186194	10	23	22	10	2	13	6	7	19	13	11	7	19	7	17	3	7	1	7	7	2	3	11	14	3
chr19.16197548.16198211	14	17	15	1	3	9	3	10	4	5	6	5	19	11	10	3	7	2	6	4	0	4	1	18	2
chr19.16262337.16263137	11	16	9	3	1	7	4	12	5	4	4	5	18	3	19	3	3	1	5	5	1	0	1	17	2
chr19.16324343.16325359	7	22	9	5	3	11	6	14	12	8	7	9	27	3	16	8	3	3	9	4	3	6	5	9	2
chr19.16342070.16342893	9	5	11	4	4	8	5	11	12	7	9	4	24	7	21	9	2	1	15	0	7	1	5	13	5
chr19.16420066.16421257	14	15	12	4	3	5	0	10	5	6	8	6	16	5	28	13	5	4	14	7	4	3	6	21	3
chr19.16435056.16437240	57	22	24	15	6	34	4	27	27	9	7	12	74	23	46	18	17	6	70	24	10	15	20	37	7
chr19.16446788.16447729	27	12	11	13	3	18	1	9	20	2	13	4	21	1	16	10	5	2	17	4	2	3	4	14	3
chr19.16457187.16458753	26	14	11	11	0	13	4	16	21	4	6	10	34	13	26	9	6	3	11	5	2	1	13	25	6
chr19.16471136.16472592	24	36	31	11	7	26	10	20	15	12	10	9	43	20	40	8	12	8	35	15	9	13	20	35	6
chr19.16541476.16543303	26	36	30	9	5	19	3	11	15	15	11	8	35	16	19	8	11	7	21	12	6	10	17	23	3
chr19.16571383.16573436	29	41	25	11	7	19	2	14	18	16	14	8	29	11	32	14	8	9	13	5	7	11	4	19	3
chr19.16583994.16584774	11	4	6	7	6	11	9	12	4	4	6	3	20	4	18	3	3	3	12	3	2	3	6	21	0
chr19.16586699.16588650	38	18	14	14	2	21	8	6	22	9	14	6	23	12	20	14	16	1	19	4	4	4	12	18	4
chr19.16626947.16629154	41	52	40	18	10	13	7	27	22	25	10	8	37	11	27	6	9	7	27	11	8	8	23	25	6
chr19.16659571.16660614	21	35	32	20	5	25	3	21	26	12	14	5	41	23	35	7	12	2	13	12	6	10	6	23	2
chr19.16896724.16897698	6	16	20	4	1	22	6	31	11	8	8	11	37	14	40	14	5	2	7	1	5	5	9	35	6
chr19.17075132.17077590	66	38	32	16	6	29	8	16	36	10	27	9	48	15	34	13	19	3	30	17	6	5	2	32	3
chr19.17107593.17108474	8	7	7	9	2	18	3	14	4	3	1	2	15	9	16	4	2	2	12	7	2	7	8	6	1
chr19.17135033.17137946	69	61	51	20	9	45	17	41	31	23	15	13	105	38	86	44	21	10	82	30	14	19	44	78	15
chr19.17214912.17215873	17	19	18	11	5	12	9	13	7	10	13	6	16	9	29	15	6	3	9	9	3	3	7	18	3
chr19.17226125.17227009	19	15	18	6	1	20	2	10	13	5	8	8	33	12	32	9	10	2	10	7	2	3	3	27	2
chr19.17242712.17246974	82	108	85	54	16	30	18	49	55	51	77	29	65	28	68	28	32	15	57	32	19	8	18	67	13
chr19.17267040.17268071	22	22	28	6	4	22	5	5	12	10	9	4	19	8	24	6	7	7	12	8	3	3	8	20	2
chr19.17305485.17306639	40	31	35	7	11	27	3	31	19	15	12	10	52	24	39	23	10	6	24	15	8	10	18	41	2
chr19.17309270.17310354	20	25	34	15	8	18	3	14	11	10	11	6	32	12	24	11	7	4	11	7	1	6	12	19	5
chr19.17311698.17312687	12	10	11	9	1	13	3	13	9	3	11	6	18	14	19	14	1	2	5	5	3	4	8	17	1
chr19.17336556.17338047	16	18	18	3	6	23	6	17	9	8	4	5	40	7	35	16	7	4	15	7	4	9	9	30	1
chr19.17469069.17471167	60	66	40	22	9	33	7	26	42	13	27	23	78	19	49	29	22	5	65	29	8	15	24	54	7
chr19.17475454.17476028	21	4	5	3	1	13	2	3	13	6	7	2	23	9	14	8	5	2	16	10	3	6	3	14	0
chr19.17511245.17512752	31	35	23	14	6	20	3	22	17	2	14	12	35	7	27	11	8	6	19	5	4	11	8	27	7
chr19.17555524.17556478	18	15	10	6	1	7	2	8	4	12	4	1	24	9	21	9	6	5	11	3	2	5	7	15	3
chr19.17719455.17720222	12	10	10	6	2	6	3	4	4	3	4	3	11	6	16	5	3	3	8	2	1	2	4	6	1
chr19.17859718.17861790	18	32	21	13	6	14	2	11	20	14	18	9	32	16	34	12	10	4	13	8	7	6	18	21	8
chr19.17932463.17933490	14	28	27	6	3	18	1	11	10	12	5	7	36	16	16	11	8	1	17	12	5	4	11	19	1
chr19.18152426.18154731	46	40	29	9	6	38	6	27	31	15	17	11	58	28	66	21	11	5	33	16	5	10	12	43	7
chr19.18156648.18157991	8	8	3	7	2	21	1	13	11	6	4	5	40	14	49	16	8	0	13	8	2	5	8	37	4
chr19.18192737.18194194	33	31	23	11	6	21	6	20	17	7	20	6	32	14	36	14	5	5	16	5	1	9	4	21	7
chr19.18203454.18205842	53	57	44	20	12	42	6	41	34	20	25	16	90	25	84	28	17	6	32	8	10	10	17	54	8
chr19.18223996.18225487	40	20	14	10	5	7	4	11	22	2	17	2	22	5	21	6	14	1	20	9	4	3	4	12	2
chr19.18279014.18283131	99	101	108	37	20	61	11	41	83	48	38	36	191	61	135	45	40	14	74	35	13	18	37	75	11
chr19.18291246.18293273	47	38	24	23	14	22	5	34	29	14	31	14	84	28	71	17	17	9	23	15	7	9	14	33	4
chr19.18300796.18301597	22	12	13	6	3	18	4	17	8	6	5	4	31	19	24	14	3	2	6	3	0	2	5	10	3
chr19.18303792.18305602	43	38	24	17	11	32	2	24	16	5	16	9	58	21	48	25	10	4	39	7	7	5	16	56	8
chr19.18321942.18324112	29	38	44	16	7	24	4	29	22	20	12	14	75	26	45	21	16	9	20	10	8	11	7	38	4
chr19.18328565.18329621	22	11	14	4	1	8	3	5	10	6	9	4	19	9	28	3	3	2	12	5	3	7	5	27	3
chr19.18364407.18366400	29	19	32	14	6	26	6	16	38	12	19	11	62	14	45	10	10	7	42	18	9	7	18	24	5
